area	bbox_area	convex_area	solidity	perimeter	euler_number	centroid_0	centroid_1	eccentricity	equivalent_diameter	feret_diameter_max	major_axis_length	minor_axis_length	orientation	mean_intensity	max_intensity	total_area	entropy	obj_intensity_sum	total_intensity_sum	distance_bin_0	distance_bin_1	distance_bin_2	distance_bin_3	distance_bin_4	distance_bin_5	distance_bin_6	distance_bin_7	distance_bin_8	distance_bin_9	patchID	patchsize	object_size	celltype
554	812	597	0.927973199	94.08326112	1	43.40974729	35.66967509	0.360383495	26.55889131	29.83286778	27.65373802	25.79552388	-1.483402426	86.02888087	150	705	5.996916678	60724	180427	5695	174	130	109	95	77	55	38	27	0	18	80	4.5	4.5um
635	900	683	0.929721816	105.118795	1	39.7007874	39.83622047	0.352244772	28.43425946	31.38470965	29.5139699	27.62235796	-0.694183418	77.11181102	125	635	4.956828073	48966	106967	5765	124	104	91	81	71	61	46	34	23	19	80	4.5	4.5um
493	702	520	0.948076923	90.91168825	0	39.50912779	39.86004057	0.259827487	25.05408341	27.29468813	25.62139254	24.74142711	-0.936391507	136.989858	193	493	4.813018153	67536	144186	5907	110	107	104	101	71	0	0	0	0	20	80	4.5	4.5um
758	1024	815	0.93006135	112.7401154	1	40.30343008	40.41424802	0.312724544	31.06630932	34.0147027	32.03161827	30.42503595	1.365270889	94.95382586	153	758	5.080142515	71975	141166	5774	111	102	92	82	71	62	49	35	22	21	80	4.5	4.5um
497	676	517	0.96131528	82.42640687	1	39.5472837	39.5331992	0.254597746	25.15551736	27.20294102	25.61109345	24.76713225	-0.065325892	137.2736419	197	497	4.711436851	68225	147498	5903	100	89	80	70	59	44	33	22	0	22	80	4.5	4.5um
456	624	475	0.96	79.59797975	1	39.88377193	39.72807018	0.232327924	24.09558533	26.47640459	24.48389582	23.81395559	-1.330192267	143.9517544	204	456	4.928701215	65642	134101	5944	96	85	76	65	53	42	39	0	0	23	80	4.5	4.5um
496	676	517	0.959381044	83.84062043	1	39.79032258	39.70967742	0.299563832	25.13019726	26.92582404	25.75428892	24.57155566	1.007815968	102.5383065	157	496	4.543805447	50859	100603	5904	100	89	78	68	57	47	33	24	0	24	80	4.5	4.5um
476	625	497	0.957746479	86.254834	0	40.25840336	40.00420168	0.140498522	24.61832698	26.2488095	24.81009914	24.564005	-1.047251658	133.4852941	194	476	4.864793464	63539	132215	5924	105	102	102	99	68	0	0	0	0	25	80	4.5	4.5um
499	650	520	0.959615385	82.01219331	1	40.33667335	39.84168337	0.225559612	25.20608127	27.20294102	25.55553584	24.89695353	0.172874881	138.8657315	197	499	4.769390913	69294	147244	5901	99	90	79	69	58	48	33	23	0	26	80	4.5	4.5um
471	650	496	0.949596774	81.59797975	1	40.41401274	39.83651805	0.165508911	24.48868771	26.47640459	24.68172625	24.34132315	-0.546532734	137.2547771	195	471	5.052646359	64647	141414	5929	97	86	76	65	54	42	32	19	0	27	80	4.5	4.5um
544	756	564	0.964539007	86.08326112	1	43.25	40.20220588	0.152854535	26.31809857	28.44292531	26.53384238	26.22203521	-1.07673947	94.10661765	150	759	5.547920203	71832	152743	5641	156	135	119	106	89	72	48	34	0	28	80	4.5	4.5um
616	812	653	0.943338438	97.42640687	1	39.81331169	40.07954545	0.341716536	28.00563443	31.38470965	28.98108337	27.2365111	-0.858430902	77.45616883	120	616	4.775334142	47713	96919	5784	113	101	91	79	69	59	47	34	23	29	80	4.5	4.5um
485	650	511	0.949119374	83.84062043	1	39.92164948	39.64123711	0.255235525	24.84997342	26.92582404	25.32530515	24.48650344	-1.313541771	125.9752577	187	485	4.70390685	61098	119903	5915	100	87	77	65	56	45	34	21	0	30	80	4.5	4.5um
580	840	625	0.928	97.254834	1	39.56206897	40.31896552	0.411116931	27.17496892	30.41381265	28.59003981	26.06218333	-1.434535956	90.33103448	148	580	5.393123018	52392	137766	5820	116	98	88	79	64	55	42	38	0	31	80	4.5	4.5um
619	896	666	0.929429429	101.6690476	1	40.06946688	39.77382876	0.490634252	28.07374713	33.24154028	30.19489606	26.31079409	-0.412810885	79.39579968	120	620	4.959223482	49196	111712	5780	120	103	90	82	72	59	45	30	19	32	80	4.5	4.5um
488	650	504	0.968253968	80.42640687	1	40.46106557	39.83196721	0.220302969	24.92671053	26.68332813	25.26793687	24.64714144	-1.156608879	145.2459016	203	488	4.857825081	70880	147651	5912	98	90	79	67	57	44	31	22	0	33	80	4.5	4.5um
521	676	539	0.966604824	88.66904756	0	39.62955854	40.49328215	0.278003379	25.7557334	27.78488798	26.33888231	25.3006061	-1.119871951	124.671785	186	521	5.030342916	64954	149066	5879	108	108	106	102	97	0	0	0	0	34	80	4.5	4.5um
480	625	493	0.973630832	79.01219331	1	39.74375	39.51875	0.274628062	24.72154893	26.57066051	25.22533634	24.25543561	-0.717241133	140.89375	209	480	4.861890275	67629	145856	5920	96	87	77	68	55	44	32	21	0	35	80	4.5	4.5um
542	756	578	0.937716263	86.66904756	1	40.20295203	40.08856089	0.196686973	26.26967516	28.86173938	26.59362728	26.07415628	-1.035239935	100.00369	157	543	4.875214424	54260	117801	5857	108	95	86	73	62	50	36	33	0	36	80	4.5	4.5um
565	783	608	0.929276316	94.46194078	1	40.43893805	39.54690265	0.402743953	26.82126661	30.08321791	28.15523669	25.77084524	-1.361058938	82.61061947	123	565	4.902903086	46675	102169	5835	112	96	85	74	64	54	44	36	0	37	80	4.5	4.5um
476	650	509	0.935166994	84.18376618	1	40.27521008	40.39915966	0.417570971	24.61832698	27.20294102	25.90129895	23.53506795	1.293700372	110.6932773	161	476	5.462940222	52690	140155	5924	99	87	74	65	56	44	30	21	0	38	80	4.5	4.5um
513	675	542	0.946494465	85.39087297	1	40.35087719	40.47368421	0.397958664	25.55722768	28.16025568	26.72997232	24.52216608	-1.300599016	127.5847953	175	513	5.530913838	65451	166767	5887	101	91	81	72	58	47	36	27	0	39	80	4.5	4.5um
477	625	493	0.967545639	79.59797975	1	39.86582809	40.04192872	0.115168946	24.644173	26.2488095	24.74070748	24.5760808	-0.109602219	141.6079665	206	477	4.631978344	67547	142917	5923	96	88	80	65	56	43	30	19	0	40	80	4.5	4.5um
478	600	495	0.965656566	79.9411255	1	39.59623431	40.21129707	0.242276877	24.66999194	26.57066051	25.0637109	24.31699153	-1.357185684	133.3661088	192	478	5.495317575	63749	151986	5922	94	86	77	66	55	45	32	23	0	41	80	4.5	4.5um
454	576	467	0.972162741	77.35533906	1	39.61894273	40.42951542	0.238763478	24.04268607	25.63201124	24.4106639	23.70465264	1.499692356	147.6894273	206	454	5.915623141	67051	224043	5946	92	84	75	65	55	41	27	15	0	42	80	4.5	4.5um
580	756	630	0.920634921	99.15432893	1	40.05	39.97758621	0.308491491	27.17496892	29.68164416	27.99402668	26.62867688	-0.76267132	84.36206897	135	580	4.700261193	48930	97336	5820	118	97	88	75	64	54	40	28	16	43	80	4.5	4.5um
634	960	692	0.916184971	105.5685425	1	39.49842271	39.80914826	0.391510555	28.41186146	32.38826948	29.75203073	27.37703373	-0.27230125	83.62618297	130	635	5.124583772	53072	124688	5765	127	104	91	81	70	61	50	32	19	44	80	4.5	4.5um
576	783	617	0.933549433	95.35533906	1	39.80555556	39.79513889	0.313735285	27.08110001	29.73213749	27.91539	26.50595564	-0.301478169	84.21354167	133	577	4.719972006	48556	98517	5823	111	98	89	76	66	55	45	37	0	45	80	4.5	4.5um
471	625	489	0.963190184	79.59797975	1	40.01061571	39.63057325	0.152632257	24.48868771	26.2488095	24.66101139	24.37205965	-0.59213421	141.163482	201	471	4.853796457	66488	140964	5929	96	87	76	67	54	44	30	17	0	46	80	4.5	4.5um
471	625	493	0.955375254	90.66904756	0	40.08704883	39.73036093	0.20191052	24.48868771	25.96150997	25.01295782	24.49779026	-0.603851355	143.2653928	200	471	5.114800767	67478	166015	5929	110	110	106	101	44	0	0	0	0	47	80	4.5	4.5um
462	625	477	0.968553459	77.84062043	1	40.15367965	39.77922078	0.163769773	24.25359086	25.96150997	24.44477311	24.11473412	-0.972774246	150.8311688	208	462	4.744402047	69684	148623	5938	96	88	76	65	54	41	27	15	0	48	80	4.5	4.5um
473	625	488	0.969262295	78.42640687	1	40.41226216	40.22198732	0.174837719	24.5406256	26.2488095	24.73962249	24.35856461	1.435892129	142.8435518	200	476	5.034245313	67836	156579	5924	99	85	76	68	55	44	31	18	0	49	80	4.5	4.5um
538	728	561	0.959001783	85.84062043	1	40.24535316	40.21003717	0.374796194	26.17255958	28.86173938	27.21092922	25.22744917	-0.397258607	117.0241636	171	538	5.96733178	62959	197871	5862	104	94	85	72	62	51	36	34	0	50	80	4.5	4.5um
502	702	535	0.938317757	88.18376618	1	39.86055777	40.10557769	0.344192122	25.28173751	27.85677655	26.15307972	24.55510667	0.463293759	107.6952191	155	502	4.696134891	54063	107497	5898	103	87	78	69	59	48	35	23	0	51	80	4.5	4.5um
460	600	472	0.974576271	77.01219331	1	40.12173913	40.25217391	0.229289516	24.20103697	25.70992026	24.53454154	23.88089886	0.317543335	150.6195652	203	460	4.65887983	69285	145902	5940	94	86	75	64	54	42	30	15	0	52	80	4.5	4.5um
469	600	487	0.963039014	78.76955262	1	39.52238806	40.25159915	0.230897845	24.43663943	26.2488095	24.78860874	24.11877091	1.12371323	135.7121535	196	469	4.735210712	63649	128184	5931	94	86	77	66	53	44	28	21	0	53	80	4.5	4.5um
528	702	547	0.965265082	85.59797975	1	40.33333333	40.49621212	0.148749457	25.92817926	27.89265136	26.12431026	25.83367511	0.031459282	98.40340909	144	528	4.729002074	51957	114190	5872	102	92	83	74	61	52	36	28	0	54	80	4.5	4.5um
490	676	516	0.949612403	90.08326112	0	39.5877551	39.71020408	0.169079413	24.97773763	26.68332813	25.29032978	24.92621052	-0.719239925	128.4693878	186	535	5.334796998	68394	172502	5865	125	119	114	109	68	0	0	0	0	55	80	4.5	4.5um
548	783	575	0.953043478	89.15432893	1	39.95620438	42.49087591	0.415869895	26.41467907	29.27456234	27.75231989	25.2386291	-0.594715625	134.75	196	562	5.447411769	74981	161554	5838	121	95	86	77	62	50	38	33	0	56	80	4.5	4.5um
459	600	479	0.958246347	78.76955262	1	42.40740741	37.81917211	0.142463938	24.17471719	25.96150997	24.30914629	24.06119283	1.220841735	148.9324619	208	789	5.797602637	116363	218387	5611	179	160	144	128	85	46	29	18	0	57	80	4.5	4.5um
488	676	520	0.938461538	98.94722215	0	40.30532787	40.45696721	0.214006984	24.92671053	26.92582404	25.64095928	25.04691288	-1.480930047	116.0737705	174	488	5.219085037	56644	135788	5912	119	113	110	104	42	0	0	0	0	58	80	4.5	4.5um
459	600	475	0.966315789	77.59797975	1	40.49019608	40.20697168	0.175136247	24.17471719	25.70992026	24.370651	23.99398326	1.324811027	148.2614379	210	459	4.688133331	68052	145652	5941	94	85	76	65	53	42	28	16	0	59	80	4.5	4.5um
458	625	479	0.956158664	79.59797975	1	32.71615721	45.89082969	0.202922767	24.14836871	26	24.43762754	23.92919649	1.087100959	135.0414847	192	558	5.285529439	75349	151206	5842	120	106	93	79	64	47	34	15	0	60	80	4.5	4.5um
496	675	514	0.964980545	88.32590181	0	39.60483871	39.96774194	0.36279968	25.13019726	27.45906044	26.11011084	24.33115468	-1.09642813	125.0705645	186	496	5.277026708	62035	145408	5904	109	104	102	102	79	0	0	0	0	61	80	4.5	4.5um
472	625	490	0.963265306	86.66904756	0	39.79025424	40.16525424	0.153309174	24.51467041	26.2488095	24.78631335	24.49329629	-0.389507467	132.9957627	194	472	5.174285742	62774	152881	5928	106	106	104	99	57	0	0	0	0	62	80	4.5	4.5um
481	675	509	0.944990177	84.01219331	1	40.21829522	40.32016632	0.243157358	24.74728714	27.29468813	25.1692921	24.4138825	-1.438147849	132.7505198	190	481	4.996031986	63853	132959	5919	100	87	78	67	55	42	31	21	0	63	80	4.5	4.5um
463	625	483	0.958592133	79.59797975	1	40.28941685	39.98488121	0.193594096	24.27982515	25.70992026	24.53147335	24.06737988	0.374129439	145.6155508	202	463	4.833030711	67420	153075	5937	96	85	74	65	54	41	30	18	0	64	80	4.5	4.5um
511	783	554	0.922382671	96.94722215	0	36.52446184	38.78277886	0.406418634	25.50735987	29.61418579	26.9041271	24.58195059	1.412825945	105.6555773	169	552	5.762279206	56720	156371	5848	150	118	104	101	79	0	0	0	0	65	80	4.5	4.5um
565	756	601	0.940099834	93.42640687	1	40.35752212	40.32035398	0.419038556	26.82126661	30.01666204	28.23024838	25.63217459	-0.479175719	93.2460177	153	565	4.97729037	52684	115365	5835	109	95	85	74	64	54	41	43	0	66	80	4.5	4.5um
479	650	506	0.946640316	83.01219331	1	39.68058455	40.22755741	0.288027432	24.69578389	26.62705391	25.26784127	24.1970447	1.024625676	141.3820459	195	479	4.892864481	67722	141408	5921	97	86	76	67	56	44	31	22	0	67	80	4.5	4.5um
482	600	502	0.960159363	81.9411255	1	40.36099585	40.26556017	0.304511506	24.77299862	26.83281573	25.41935012	24.21215105	1.183824239	103.2240664	146	482	4.681303139	49754	104108	5918	95	85	76	66	58	46	32	24	0	68	80	4.5	4.5um
450	600	466	0.965665236	77.01219331	1	39.98	39.15777778	0.143491738	23.93653682	25.70992026	24.07926941	23.83008545	-1.470106143	150.3644444	216	912	6.521178497	127931	294583	5672	161	138	116	94	135	40	23	13	8	69	80	4.5	4.5um
500	702	523	0.956022945	84.66904756	1	40.132	39.958	0.237890059	25.23132522	27.65863337	25.6457561	24.90951999	-1.155710152	108.942	165	500	4.661752766	54471	117231	5900	101	89	80	71	59	48	31	21	0	70	80	4.5	4.5um
464	625	484	0.958677686	78.42640687	1	39.52586207	40.03663793	0.19578663	24.30603112	26	24.55834374	24.08305431	0.706532121	146.4051724	208	464	4.877782692	67932	146037	5936	96	85	75	66	53	41	30	18	0	71	80	4.5	4.5um
477	625	502	0.950199203	80.76955262	1	40.49266247	39.7442348	0.296856592	24.644173	26.57066051	25.25012365	24.1119004	-1.330694312	132.3165618	181	477	5.102169126	63115	135984	5923	95	86	77	67	56	42	30	24	0	72	80	4.5	4.5um
468	624	489	0.957055215	81.42640687	1	39.65811966	40.00641026	0.415184406	24.41057367	27.20294102	25.63216186	23.31853307	-1.040140622	135.4358974	190	468	5.899788094	63384	188315	5932	99	86	75	66	54	43	29	16	0	73	80	4.5	4.5um
483	625	501	0.964071856	80.18376618	1	39.83850932	40.23602484	0.069999885	24.79868343	26.2488095	24.84897061	24.78801607	0.838541414	126.2546584	195	483	4.745773661	60981	126555	5917	96	88	79	68	56	42	32	22	0	74	80	4.5	4.5um
556	784	595	0.934453782	94.32590181	1	40.40467626	40.36690647	0.177943049	26.60678836	28.63564213	26.90391356	26.47454828	-0.889871511	90.08093525	138	556	4.792393679	50085	102336	5844	112	94	84	76	65	52	37	36	0	75	80	4.5	4.5um
463	600	478	0.968619247	78.18376618	1	40.48812095	40.13174946	0.157019824	24.27982515	25.70992026	24.44117498	24.13799323	0.966826807	139.7365011	198	463	4.745079518	64698	136671	5937	94	85	75	66	53	42	28	20	0	76	80	4.5	4.5um
441	576	464	0.950431034	79.01219331	1	40.48752834	40.26303855	0.329988521	23.69596251	25.63201124	24.4186006	23.05079133	0.509975674	133.8888889	185	441	5.383941497	59045	150361	5959	95	81	71	61	50	39	28	16	0	77	80	4.5	4.5um
573	812	605	0.947107438	91.84062043	1	39.72425829	39.77486911	0.315534796	27.01048424	29.83286778	27.78872483	26.36911023	-1.131080334	100.6876091	163	573	4.908627421	57694	121302	5827	109	97	87	76	65	55	42	42	0	78	80	4.5	4.5um
476	650	507	0.938856016	83.63351365	1	40.38445378	40.26260504	0.244696789	24.61832698	27.51363298	25.05836991	24.2965867	1.205814157	137.9768908	192	476	4.770189958	65677	129446	5924	99	87	76	66	56	45	30	17	0	79	80	4.5	4.5um
504	700	532	0.947368421	87.84062043	1	40.29166667	40.32936508	0.437641122	25.33204947	28.63564213	26.79725106	24.09474122	1.097945457	121.4186508	181	504	5.170378283	61195	134531	5896	104	91	80	68	57	46	35	23	0	80	80	4.5	4.5um
458	576	466	0.982832618	76.18376618	1	40.46724891	39.5371179	0.196428138	24.14836871	25.63201124	24.3894402	23.91429057	0.811178953	147.3471616	206	458	4.895769387	67485	142763	5942	92	84	76	67	53	44	28	14	0	81	80	4.5	4.5um
474	625	494	0.95951417	80.42640687	1	39.98312236	40.3185654	0.258311755	24.56655336	26.2488095	25.01220725	24.16333324	1.496494376	136.0021097	197	474	4.775768576	64465	126846	5926	97	86	76	66	55	43	32	19	0	82	80	4.5	4.5um
477	624	497	0.959758551	82.76955262	1	40.05450734	40.30188679	0.388355118	24.644173	26.92582404	25.71946039	23.70073468	1.543835143	133.6415094	186	477	5.932222166	63747	184477	5923	97	87	77	66	54	42	32	22	0	83	80	4.5	4.5um
540	756	593	0.910623946	96.04772721	1	40.2962963	40.50555556	0.07416326	26.22116233	28.65309756	26.4157945	26.3430484	0.250532518	116.3703704	167	540	4.895324904	62840	131106	5860	112	94	81	72	60	47	38	26	10	84	80	4.5	4.5um
402	529	418	0.961722488	73.35533906	1	39.93034826	39.53731343	0.161846824	22.62393195	24.04163056	22.78237327	22.48200801	-0.46519726	129.6567164	187	402	4.467319188	52122	109288	5998	87	78	69	58	48	34	28	0	0	85	80	4.5	4.5um
445	600	463	0.96112311	77.01219331	1	40.48314607	39.60224719	0.272254137	23.80318461	25.70992026	24.28271737	23.36544698	1.128115678	143.094382	201	445	5.427416869	63677	159142	5955	93	84	74	63	52	38	27	14	0	86	80	4.5	4.5um
506	702	535	0.945794393	84.42640687	1	39.63043478	39.70750988	0.253457783	25.38226171	27.45906044	25.85097999	25.00685369	0.742189805	99.63043478	148	506	4.691457169	50413	101782	5894	102	90	79	70	59	47	35	24	0	87	80	4.5	4.5um
457	600	471	0.970276008	77.59797975	1	40.08971554	40.27352298	0.171705255	24.12199146	25.96150997	24.32617684	23.96489339	-0.185244884	113.2844639	175	457	4.440426706	51771	93477	5943	94	85	74	64	56	42	28	14	0	88	80	4.5	4.5um
455	600	473	0.961945032	78.18376618	1	39.94285714	39.71428571	0.18719133	24.06915023	25.70992026	24.30576447	23.87612297	1.460208948	135.2285714	180	455	5.541695127	61529	173008	5945	94	85	74	63	52	40	30	17	0	89	80	4.5	4.5um
591	891	672	0.879464286	101.2903679	1	40.2893401	39.95939086	0.575845671	27.43145222	33.37663854	30.63865315	25.04888874	-1.474085178	120.1878173	189	591	6.133960277	71031	208555	5809	124	98	86	75	65	54	40	28	21	90	80	4.5	4.5um
500	675	528	0.946969697	85.84062043	1	39.784	40.078	0.332812703	25.23132522	27.65863337	26.03727798	24.55296958	0.875219142	100.648	157	500	4.597639391	50324	99665	5900	104	91	77	66	58	48	34	22	0	91	80	4.5	4.5um
455	625	476	0.955882353	78.42640687	1	39.79340659	40.41538462	0.216111794	24.06915023	25.96150997	24.38992746	23.81355995	-1.446815286	141.4175824	205	455	5.553232861	64345	160838	5945	96	84	74	66	53	41	41	0	0	92	80	4.5	4.5um
443	600	464	0.954741379	77.59797975	1	40.41309255	39.88713318	0.21400776	23.74963407	25.70992026	24.04622509	23.48912119	0.139062715	143.2505643	198	443	5.250428862	63460	144152	5957	93	82	73	63	51	40	26	15	0	93	80	4.5	4.5um
453	600	477	0.949685535	85.254834	0	39.85430464	40.49006623	0.219995384	24.01619274	25.96150997	24.3922596	23.79467151	0.542144913	124.5231788	192	453	4.536297088	56409	110164	5947	104	98	98	91	62	0	0	0	0	94	80	4.5	4.5um
494	702	529	0.933837429	86.08326112	1	40.03643725	40.10323887	0.302234495	25.07948036	27.45906044	25.77799365	24.57244987	1.418994502	129.2834008	184	494	5.298528572	63866	138153	5906	105	86	78	69	57	43	31	25	0	95	80	4.5	4.5um
454	576	469	0.968017058	77.35533906	1	40.74008811	39.48017621	0.166135766	24.04268607	26	24.22739304	23.89070227	0.248673764	135.8634361	189	461	4.86485896	62282	127563	5939	99	84	74	64	54	42	28	16	0	96	80	4.5	4.5um
466	650	496	0.939516129	82.01219331	1	41.93562232	39.4248927	0.295941124	24.35835848	26.47640459	24.97626865	23.85748623	1.030729683	129.1866953	178	466	5.041414775	60201	125867	5934	99	86	76	65	54	41	26	19	0	97	80	4.5	4.5um
456	600	474	0.962025316	79.59797975	1	40.20833333	39.53947368	0.3068469	24.09558533	25.96150997	24.71359711	23.52138569	0.47102004	134.2960526	199	456	4.718212741	61239	124460	5944	96	84	75	62	53	42	28	16	0	98	80	4.5	4.5um
526	783	572	0.91958042	94.66904756	1	40.39923954	40.27376426	0.351358432	25.87902627	29.27456234	26.8813608	25.16743273	0.653343641	119.8022814	172	526	5.00951036	63016	124398	5874	111	93	82	73	59	49	34	25	0	99	80	4.5	4.5um
519	676	546	0.950549451	86.18376618	1	40.09055877	39.6416185	0.225645472	25.70625067	27.51363298	26.087168	25.41436651	0.015878484	116.2524085	177	519	5.076736265	60335	128308	5881	101	91	82	70	62	48	36	29	0	100	80	4.5	4.5um
473	650	495	0.955555556	81.01219331	1	40.30021142	39.64270613	0.296630531	24.5406256	26.92582404	25.16948095	24.03666096	-1.166235415	130.3805497	185	473	5.87536886	61670	187289	5927	98	88	77	66	57	42	45	0	0	101	80	4.5	4.5um
488	650	510	0.956862745	82.18376618	1	40.36680328	39.64344262	0.340165926	24.92671053	26.92582404	25.74547112	24.21015103	0.711304905	103.8811475	158	488	4.500036625	50694	93355	5912	98	89	78	68	56	43	33	23	0	102	80	4.5	4.5um
480	625	504	0.952380952	81.35533906	1	40.30208333	39.72291667	0.268237043	24.72154893	26.92582404	25.25061476	24.32525399	0.513930615	105.6729167	167	480	4.615762262	50723	101349	5920	96	87	75	66	56	44	33	23	0	103	80	4.5	4.5um
442	650	473	0.934460888	89.15432893	0	40.30542986	40.30316742	0.244234934	23.72281347	26.30589288	24.30675873	23.57065506	-1.525615234	121.2737557	175	442	5.805722173	53603	273708	5958	110	102	102	87	41	0	0	0	0	104	80	4.5	4.5um
445	600	467	0.952890792	89.84062043	0	40.37078652	40.08314607	0.248642121	23.80318461	25.49509757	24.52684147	23.75658642	0.872904289	125.4269663	185	445	4.475006025	55815	106346	5955	108	107	105	125	0	0	0	0	0	105	80	4.5	4.5um
391	529	410	0.953658537	74.18376618	1	40.15601023	40.08184143	0.296065275	22.31225363	24.35159132	22.92504909	21.89726663	-0.189240294	101.2557545	160	391	4.686028257	39591	100578	6009	90	80	68	57	44	31	21	0	0	106	80	4.5	4.5um
550	754	579	0.949913644	91.04772721	1	40.39272727	39.52	0.297277569	26.46283714	29.27456234	27.16080172	25.93289179	-1.076989084	104.7927273	169	550	4.991942608	57636	120969	5850	108	96	83	72	62	52	39	25	13	107	80	4.5	4.5um
495	702	521	0.950095969	83.254834	1	39.73333333	40.24040404	0.26603618	25.10485162	27.45906044	25.62216862	24.69882367	0.784560551	103.159596	158	495	4.553339707	51064	93482	5905	102	90	78	68	56	44	34	23	0	108	80	4.5	4.5um
